wagnum,ts_id,target
614,6,10992.0
615,2,18159.0
616,3,52953.0
617,4,9919.0
618,5,9025.0
619,4,31023.0
620,6,12408.0
622,2,11291.0
622,4,22026.0
623,4,6586.0
624,2,29370.0
625,3,59225.0
630,1,40998.0
632,3,9570.0
633,5,1684.0
634,2,25371.0
635,3,24375.0
637,1,8546.0
638,2,95927.0
639,4,44957.0
640,5,28099.0
641,3,19869.0
642,3,30870.0
643,2,6253.0
643,3,47234.0
644,1,45367.0
644,2,33027.0
645,2,100777.0
646,3,18750.0
646,5,62689.0
647,3,28622.0
649,4,67704.0
651,2,45611.0
651,4,27737.0
652,4,2421.0
653,3,11875.0
653,6,82443.0
654,2,59316.0
656,2,53436.0
657,4,39027.0
658,4,14217.0
660,4,24992.0
660,6,64421.0
661,2,55474.0
661,5,14194.0
662,4,4592.0
663,3,42653.0
664,2,32290.0
665,3,60348.0
666,4,54384.0
667,2,10338.0
668,2,59159.0
668,3,34995.0
669,3,86692.0
670,3,4544.0
672,4,25808.0
673,3,7663.0
673,4,14178.0
674,4,14858.0
675,3,6980.0
678,2,19288.0
679,4,53894.0
680,3,65690.0
681,4,36420.0
682,4,21908.0
683,4,27379.0
684,3,27302.0
684,4,36167.0
685,5,20204.0
686,2,50899.0
687,2,25906.0
688,2,41117.0
689,4,30121.0
692,3,50051.0
693,3,41411.0
694,4,48506.0
696,3,57598.0
697,3,67151.0
698,3,45796.0
701,4,15089.0
702,3,2562.0
703,3,21501.0
704,2,26219.0
707,4,19889.0
708,3,78268.0
709,2,46397.0
711,1,38958.0
712,1,24754.0
714,2,45337.0
715,3,15756.0
715,4,4214.0
716,3,7939.0
717,2,23320.0
719,2,31393.0
721,2,14033.0
723,3,11833.0
724,4,31022.0
725,4,45145.0
726,3,18362.0
727,4,35764.0
729,2,5462.0
730,2,8733.0
731,2,33625.0
733,2,25179.0
734,3,36604.0
735,3,65174.0
737,2,23088.0
738,1,21300.0
739,3,18644.0
741,2,2346.0
742,1,7049.0
745,3,6171.0
746,1,4344.0
747,2,48793.0
748,5,48873.0
749,4,6081.0
749,5,12916.0
750,3,14646.0
751,2,69614.0
752,3,13218.0
753,2,75121.0
755,3,59477.0
757,3,7473.0
758,5,2003.0
759,5,6626.0
759,6,30590.0
760,6,25714.0
761,2,64415.0
763,3,68782.0
765,4,14660.0
766,3,43777.0
767,2,15007.0
768,2,9072.0
769,4,11707.0
770,3,68730.0
771,5,16954.0
772,4,46238.0
774,2,17781.0
775,8,3594.0
776,3,13151.0
777,2,45249.0
779,3,56278.0
780,4,41072.0
781,2,11397.0
782,3,10186.0
783,4,65896.0
784,4,27102.0
785,6,30553.0
786,2,10795.0
787,4,6493.0
788,3,23994.0
790,3,4499.0
791,4,26763.0
792,5,10477.0
794,3,49192.0
796,4,19287.0
797,4,25246.0
798,6,48462.0
799,2,62695.0
800,4,59329.0
802,3,33766.0
803,2,25054.0
806,2,7769.0
807,5,56977.0
808,6,19802.0
810,3,5580.0
811,5,9720.0
813,4,42230.0
816,3,22012.0
816,5,35731.0
817,4,17002.0
819,4,21700.0
820,3,25048.0
821,4,5099.0
823,4,11073.0
824,5,4666.0
825,1,37499.0
826,5,54712.0
827,4,15558.0
828,6,12568.0
829,2,8190.0
830,2,21222.0
831,6,10044.0
832,4,7965.0
833,4,14192.0
836,3,40882.0
837,4,29155.0
838,4,44451.0
839,5,2055.0
841,2,57690.0
842,4,38672.0
843,3,29048.0
846,2,13047.0
847,2,40406.0
848,3,62101.0
849,4,36469.0
850,5,10368.0
852,3,53166.0
853,4,9179.0
854,3,10650.0
855,4,41322.0
856,3,18476.0
858,5,7273.0
860,5,45878.0
861,4,52761.0
862,3,32053.0
864,5,59864.0
866,1,7062.0
867,4,16415.0
868,3,17887.0
869,4,13749.0
870,4,18392.0
871,3,17678.0
872,2,3609.0
873,7,22514.0
874,6,13837.0
875,5,49285.0
876,3,25811.0
877,2,7976.0
880,5,4308.0
881,2,8716.0
882,5,4454.0
883,7,4888.0
884,6,6567.0
885,5,13631.0
888,4,55324.0
889,3,52626.0
890,2,61656.0
891,5,7161.0
892,2,7513.0
893,3,5807.0
894,2,9074.0
896,3,28489.0
897,3,71527.0
900,7,28249.0
903,4,73343.0
904,6,12844.0
905,5,24643.0
906,6,17107.0
907,4,12288.0
909,5,14130.0
913,3,9545.0
914,3,24514.0
915,6,9374.0
917,3,26634.0
920,2,26367.0
922,4,26151.0
923,2,38283.0
924,4,72727.0
927,6,5913.0
928,5,14603.0
929,6,2521.0
930,5,33505.0
931,5,52623.0
932,2,5923.0
933,6,20286.0
934,2,20535.0
935,4,5186.0
937,3,29626.0
939,3,5106.0
940,3,4256.0
941,3,5205.0
943,2,37422.0
946,4,48466.0
947,5,7359.0
948,5,24491.0
951,3,29196.0
953,3,15424.0
954,5,4240.0
955,3,41413.0
956,4,16849.0
957,4,8867.0
958,4,21567.0
960,2,26294.0
961,4,21984.0
962,3,13291.0
963,2,38072.0
965,4,7362.0
966,3,38830.0
967,3,28193.0
968,2,8229.0
969,2,21172.0
970,3,3423.0
972,7,28761.0
973,4,18630.0
974,1,23836.0
975,2,46299.0
976,6,6929.0
977,3,77064.0
978,5,3086.0
979,4,24711.0
980,3,30752.0
981,3,69141.0
984,3,12580.0
986,3,11887.0
987,3,3702.0
989,1,5558.0
990,3,16569.0
991,3,20632.0
993,6,30626.0
994,5,74847.0
995,6,13142.0
996,6,26530.0
998,4,4679.0
999,4,28346.0
1000,2,6996.0
1002,2,31981.0
1004,2,59019.0
1007,4,23227.0
1008,3,18826.0
1009,2,35880.0
1012,5,28492.0
1013,5,8481.0
1014,5,21052.0
1016,4,23217.0
1017,5,13179.0
1018,3,3873.0
1020,4,14419.0
1021,4,10509.0
1022,5,28714.0
1023,5,34404.0
1024,5,19926.0
1025,5,16250.0
1027,3,9956.0
1028,6,5036.0
1029,5,30048.0
1031,4,9807.0
1032,4,18833.0
1033,2,15755.0
1034,3,31435.0
1037,1,26033.0
1038,4,39514.0
1039,3,18133.0
1040,4,11169.0
1041,4,28725.0
1042,4,27032.0
1043,3,37213.0
1045,4,27451.0
1046,3,17873.0
1047,5,9159.0
1048,3,40564.0
1050,3,10934.0
1051,5,1769.0
1052,4,29253.0
1053,8,12404.0
1055,4,20749.0
1056,2,13038.0
1057,6,10414.0
1058,3,12145.0
1059,4,7934.0
1060,2,14775.0
1061,5,27028.0
1062,2,50699.0
1067,3,79567.0
1068,4,21086.0
1069,2,42635.0
1072,3,9119.0
1073,5,31066.0
1074,3,7649.0
1075,3,43272.0
1076,5,13191.0
1077,5,47100.0
1079,5,9243.0
1080,4,29050.0
1082,6,15155.0
1083,7,29565.0
1084,4,3416.0
1085,3,84467.0
1086,3,16374.0
1087,5,15965.0
1089,7,22573.0
1091,3,18100.0
1092,1,22352.0
1092,2,40517.0
1093,6,16782.0
1096,4,22469.0
1097,1,60965.0
1099,6,19833.0
1100,2,7349.0
1101,3,25333.0
1103,3,9932.0
1104,4,4020.0
1105,3,15878.0
1106,3,35654.0
1107,3,10863.0
1108,6,16502.0
1109,3,5837.0
1110,6,15353.0
1111,4,11712.0
1112,2,9486.0
1113,4,24402.0
1114,3,6615.0
1115,2,56597.0
1117,1,40444.0
1118,2,12354.0
1120,2,26311.0
1121,5,15978.0
1122,5,4522.0
1123,2,14932.0
1124,1,28128.0
1125,3,18096.0
1126,3,10730.0
1127,2,19324.0
1130,4,18511.0
1131,2,79166.0
1132,3,11517.0
1134,4,17774.0
1138,4,4330.0
1139,4,3234.0
1140,1,18232.0
1141,2,6761.0
1145,3,11794.0
1146,4,33656.0
1147,4,5193.0
1149,3,3212.0
1150,5,21595.0
1152,4,11738.0
1153,4,5023.0
1154,2,10904.0
1155,5,9134.0
1156,2,12667.0
1157,4,4028.0
1159,4,11976.0
1160,4,1738.0
1161,2,72626.0
1162,3,5806.0
1163,4,31007.0
1164,4,14772.0
1165,5,42879.0
1166,2,16136.0
1167,3,20874.0
1168,2,15175.0
1169,3,34093.0
1170,3,2594.0
1171,2,18352.0
1173,4,15677.0
1174,2,29171.0
1175,3,28477.0
1176,3,59847.0
1177,3,13590.0
1178,1,15348.0
1179,2,5262.0
1181,4,13340.0
1182,6,24150.0
1183,4,20802.0
1184,2,12183.0
1185,2,32835.0
1185,4,6263.0
1186,2,38440.0
1187,3,10848.0
1188,4,36047.0
1189,4,11492.0
1190,5,11249.0
1192,3,30430.0
1193,3,5872.0
1195,2,24399.0
1196,4,13323.0
1198,2,21461.0
1200,3,1513.0
1201,5,10398.0
1202,4,2430.0
1203,1,12171.0
1205,5,24811.0
1206,3,20355.0
1207,5,18158.0
1208,5,13379.0
1209,4,9590.0
1210,4,64395.0
1212,4,44854.0
1213,4,71522.0
1214,2,18115.0
1215,2,11498.0
1216,3,10148.0
1217,4,15238.0
1218,5,27083.0
1219,3,15453.0
1220,1,11517.0
1222,3,18587.0
1223,6,6723.0
1224,4,14882.0
1225,5,6888.0
1228,6,14271.0
1230,5,18007.0
1231,4,17907.0
1232,2,22860.0
1234,3,21343.0
1235,4,24683.0
1237,4,7357.0
1238,3,14464.0
1241,4,4432.0
1243,2,7726.0
1244,4,20712.0
1245,4,9895.0
1248,4,36031.0
1250,4,38191.0
1251,2,10270.0
1252,6,3710.0
1253,4,8976.0
1255,3,9327.0
1257,2,73817.0
1258,2,57809.0
1259,6,13255.0
1260,3,19536.0
1261,5,15292.0
1263,4,52992.0
1264,5,7014.0
1265,4,63674.0
1266,3,30065.0
1267,4,22633.0
1268,2,5486.0
1271,4,14698.0
1272,3,32365.0
1273,4,13610.0
1275,4,6087.0
1276,4,20798.0
1277,3,38008.0
1278,4,24903.0
1279,4,37161.0
1280,3,47501.0
1281,2,11161.0
1284,3,21899.0
1286,3,9552.0
1287,4,26717.0
1288,5,6352.0
1290,3,56693.0
1291,5,22111.0
1292,3,38146.0
1293,5,23147.0
1294,4,28174.0
1295,3,35972.0
1299,5,25399.0
1301,2,22688.0
1302,6,9260.0
1303,4,59627.0
1304,3,42065.0
1305,2,10265.0
1306,4,13163.0
1308,3,60603.0
1309,4,29345.0
1310,2,24306.0
1311,4,22128.0
1312,3,19674.0
1313,5,7966.0
1314,1,16204.0
1315,3,11429.0
1316,4,9152.0
1317,3,59098.0
1318,4,30664.0
1318,5,37250.0
1319,4,11094.0
1320,3,21256.0
1321,3,15216.0
1322,5,15105.0
1323,2,36170.0
1324,3,28882.0
1325,4,17768.0
1327,4,31287.0
1328,4,4645.0
1329,4,22369.0
1330,3,7143.0
1331,6,76452.0
1333,4,6079.0
1334,2,16023.0
1335,4,14739.0
1338,3,54774.0
1340,3,41763.0
1342,1,4500.0
1343,2,25852.0
1348,2,17438.0
1349,3,26246.0
1350,3,6750.0
1352,4,43201.0
1353,3,24035.0
1354,1,16996.0
1355,4,10611.0
1355,5,36192.0
1356,2,35810.0
1357,3,6996.0
1358,2,9598.0
1363,2,16239.0
1365,3,46419.0
1367,4,8821.0
1368,5,25639.0
1369,4,35794.0
1372,3,26669.0
1373,5,5834.0
1376,2,28256.0
1377,3,7514.0
1379,5,5557.0
1380,6,1592.0
1383,2,45439.0
1384,4,8563.0
1385,3,10826.0
1386,4,12592.0
1387,4,21100.0
1388,3,18563.0
1391,3,26011.0
1393,3,61987.0
1395,3,65858.0
1397,3,9929.0
1398,2,40808.0
1400,5,7249.0
1402,3,7781.0
1403,3,12342.0
1406,4,23184.0
1407,3,24898.0
1408,3,20556.0
1409,5,18165.0
1410,2,44346.0
1414,3,7780.0
1416,3,45710.0
1417,5,29956.0
1419,3,14066.0
1420,3,15081.0
1421,3,53772.0
1423,2,23124.0
1424,3,30352.0
1425,6,13164.0
1427,2,26967.0
1429,4,20054.0
1430,2,23203.0
1433,4,6119.0
1434,4,13084.0
1436,4,90703.0
1440,3,17757.0
1441,7,9658.0
1442,3,11328.0
1443,4,27027.0
1444,4,13022.0
1446,4,26846.0
1448,2,6346.0
1449,5,42004.0
1451,3,10585.0
1452,2,7117.0
1453,4,9677.0
1454,5,53946.0
1455,2,6941.0
1456,3,29251.0
1458,3,25582.0
1459,3,16422.0
1460,3,60478.0
1461,4,6864.0
1463,4,15517.0
1464,4,25373.0
1465,3,5631.0
1467,5,37994.0
1468,4,11947.0
1469,3,6207.0
1470,3,22593.0
1471,3,36511.0
1472,4,29294.0
1473,4,47365.0
1474,1,15552.0
1475,4,35664.0
1476,5,19512.0
1477,2,40462.0
1478,1,10182.0
1479,2,4243.0
1481,3,33767.0
1483,4,26209.0
1484,3,27925.0
1485,5,9508.0
1486,4,11221.0
1486,5,9861.0
1487,4,8699.0
1488,8,1900.0
1489,5,64093.0
1490,2,7988.0
1491,5,11401.0
1492,3,12237.0
1493,2,5940.0
1495,2,20749.0
1496,3,69535.0
1497,5,50645.0
1501,2,102305.0
1504,2,12136.0
1505,3,45814.0
1506,6,10076.0
1510,5,4029.0
1512,3,18691.0
1513,5,14447.0
1514,4,23858.0
1516,2,9201.0
1517,4,24878.0
1518,3,29004.0
1519,5,9323.0
1522,4,35949.0
1523,4,12721.0
1524,2,32930.0
1525,3,49143.0
1526,4,57269.0
1527,3,14982.0
1528,4,21906.0
1530,3,21555.0
1531,4,1775.0
1532,4,31836.0
1534,5,24629.0
1536,4,11212.0
1537,5,17622.0
1538,2,6753.0
1540,3,9522.0
1541,4,12385.0
1542,2,50722.0
1543,2,7957.0
1545,2,15502.0
1546,4,67600.0
1547,3,23826.0
1549,6,9127.0
1550,3,8916.0
1551,2,47783.0
1552,3,2674.0
1554,5,10469.0
1555,2,48220.0
1556,7,9662.0
1557,4,64658.0
1559,1,12249.0
1560,3,37206.0
1562,2,15125.0
1563,2,5720.0
1564,5,32243.0
1565,4,2660.0
1566,1,13156.0
1567,4,5672.0
1569,8,25641.0
1570,4,30444.0
1571,1,18309.0
1572,2,4423.0
1573,2,39593.0
1574,2,59890.0
1575,5,73559.0
1578,4,11080.0
1579,4,23712.0
1580,6,13394.0
1581,4,33013.0
1582,5,12502.0
1584,5,11884.0
1586,4,9094.0
1587,1,10257.0
1587,3,49423.0
1589,6,24450.0
1590,5,30288.0
1592,3,13257.0
1593,6,15651.0
1594,3,9557.0
1595,6,44573.0
1596,4,12549.0
1597,9,5108.0
1598,3,34829.0
1599,6,6121.0
1601,4,2668.0
1602,2,6080.0
1603,2,18582.0
1604,5,18874.0
1607,5,19192.0
1608,5,22204.0
1609,3,20236.0
1610,3,5413.0
1611,3,23571.0
1613,6,6996.0
1616,2,53872.0
1618,3,16039.0
1620,1,14664.0
1621,2,4803.0
1622,5,44264.0
1623,4,22266.0
1627,1,9445.0
1629,4,10599.0
1630,3,24729.0
1632,7,28532.0
1633,3,9379.0
1634,4,7203.0
1635,4,28066.0
1636,4,46521.0
1637,5,68782.0
1638,7,3045.0
1639,5,43853.0
1642,4,20849.0
1644,2,42590.0
1645,3,22264.0
1646,3,20791.0
1649,2,32024.0
1650,4,51754.0
1652,3,16846.0
1653,3,44509.0
1655,3,13029.0
1656,3,16593.0
1657,3,30737.0
1658,4,4575.0
1659,5,27189.0
1660,2,9591.0
1662,3,24359.0
1664,4,28426.0
1665,4,56099.0
1666,4,99459.0
1667,7,16085.0
1668,4,10187.0
1669,5,13154.0
1670,2,26390.0
1671,2,11007.0
1671,4,22924.0
1672,4,15644.0
1675,4,12499.0
1676,4,12688.0
1677,3,58698.0
1679,5,16132.0
1680,7,25272.0
1681,5,8663.0
1682,3,5255.0
1684,5,14197.0
1685,3,7323.0
1686,5,22441.0
1687,3,35722.0
1688,3,111399.0
1689,3,82744.0
1691,3,51826.0
1692,3,48543.0
1693,4,77603.0
1694,3,21528.0
1695,2,30984.0
1696,2,10579.0
1697,1,10835.0
1698,4,37497.0
1699,5,9875.0
1701,4,73801.0
1702,4,15299.0
1704,4,58576.0
1706,5,6049.0
1707,2,63986.0
1708,3,71272.0
1709,4,34204.0
1710,5,7063.0
1711,3,18289.0
1712,4,38431.0
1714,4,22956.0
1715,4,31027.0
1716,5,17180.0
1717,3,10704.0
1718,5,6425.0
1719,2,8088.0
1720,4,13074.0
1721,3,8420.0
1722,3,18014.0
1723,4,20093.0
1724,2,21183.0
1725,6,17503.0
1727,3,48525.0
1729,3,65317.0
1731,2,41518.0
1732,4,29663.0
1733,3,22516.0
1736,6,26569.0
1738,2,69699.0
1739,4,7309.0
1740,5,3364.0
1743,4,74702.0
1744,5,44305.0
1745,4,32318.0
1746,4,15107.0
1747,3,68064.0
1750,6,10951.0
1751,3,11454.0
1752,4,24191.0
1754,2,6266.0
1755,7,7596.0
1757,4,23969.0
1758,5,4018.0
1759,4,3778.0
1761,4,9593.0
1762,4,31407.0
1764,6,34057.0
1765,3,39279.0
1766,3,25040.0
1768,3,56684.0
1769,3,6803.0
1771,2,6303.0
1772,4,29013.0
1773,4,33063.0
1774,4,13161.0
1775,3,36737.0
1776,3,50718.0
1777,3,11496.0
1779,5,31070.0
1781,4,8232.0
1782,4,13487.0
1783,6,24012.0
1784,3,10226.0
1785,5,11270.0
1786,6,37426.0
1788,3,44020.0
1789,5,44680.0
1790,5,21106.0
1792,4,40395.0
1793,4,46460.0
1794,5,13236.0
1795,5,51283.0
1796,5,2087.0
1798,3,54356.0
1799,2,45111.0
1800,6,13181.0
1801,4,62736.0
1802,2,10850.0
1803,3,75079.0
1806,5,26062.0
1808,4,19415.0
1809,4,18756.0
1810,5,57485.0
1811,4,33023.0
1813,7,39696.0
1814,4,26933.0
1815,4,8045.0
1816,5,23026.0
1818,2,42192.0
1820,6,16836.0
1821,5,19868.0
1822,2,8777.0
1824,3,54714.0
1825,2,37423.0
1826,3,12604.0
1827,4,76433.0
1828,6,8959.0
1831,4,7636.0
1832,3,58300.0
1833,3,39633.0
1834,3,28226.0
1835,3,31984.0
1838,5,8755.0
1838,6,9501.0
1839,4,22540.0
1842,6,25952.0
1843,1,9669.0
1846,4,41231.0
1847,3,43641.0
1848,3,25510.0
1849,6,20183.0
1850,4,22001.0
1853,1,53403.0
1854,3,48285.0
1855,4,11018.0
1856,3,5341.0
1856,4,15131.0
1858,3,39935.0
1859,4,12158.0
1860,5,31854.0
1861,3,8334.0
1862,3,21253.0
1863,2,62644.0
1864,5,11223.0
1865,5,7058.0
1866,2,3006.0
1867,3,39668.0
1868,4,4184.0
1870,4,30814.0
1871,4,9310.0
1872,6,16751.0
1873,4,8625.0
1874,2,8590.0
1875,2,16684.0
1876,4,48240.0
1877,3,23227.0
1878,6,51442.0
1879,4,14502.0
1880,4,48905.0
1881,4,13836.0
1882,5,25606.0
1883,6,44679.0
1884,5,20917.0
1885,5,27925.0
1886,3,19585.0
1887,4,54395.0
1888,4,11895.0
1889,4,29896.0
1890,5,19855.0
1891,3,4701.0
1892,5,12790.0
1893,6,11391.0
1894,5,26092.0
1895,2,60474.0
1896,3,32443.0
1897,6,20866.0
1899,3,4056.0
1900,3,26478.0
1902,3,4790.0
1903,2,20264.0
1904,3,66873.0
1905,3,40044.0
1906,4,13736.0
1908,3,40150.0
1909,8,11346.0
1910,5,66721.0
1912,5,8939.0
1913,5,12578.0
1915,3,1694.0
1916,4,13790.0
1917,4,21701.0
1918,3,7931.0
1919,2,29919.0
1921,3,6056.0
1922,3,40014.0
1923,5,9951.0
1925,4,6118.0
1926,2,18743.0
1926,3,40465.0
1927,3,56955.0
1928,1,34240.0
1933,3,27332.0
1934,3,18681.0
1935,4,46394.0
1936,4,24115.0
1937,3,60476.0
1940,3,5095.0
1941,3,7177.0
